,ds,y,yhat,yhat_lower,yhat_upper
273,01/02/2017,24.29999924,42.76466895,23.20465203,59.40804285
274,02/02/2017,24.37999916,41.45830209,22.29954271,58.77315245
275,03/02/2017,24.73999977,41.31715401,20.50075838,59.14882594
276,06/02/2017,24.68000031,37.86268444,18.61090986,56.16183731
277,07/02/2017,24.62999916,36.15809173,18.97591982,54.72323046
278,08/02/2017,24.79000092,35.64720928,17.7414568,53.71247533
279,09/02/2017,25.38999939,33.67941397,14.75094347,52.01557569
280,10/02/2017,25.65999985,33.01613944,15.14968785,51.89618455
281,13/02/2017,25.37000084,28.88845253,10.66455252,48.01234217
282,14/02/2017,25.73999977,27.26024336,7.029436967,44.85042253
283,15/02/2017,25.78000069,26.9696816,8.859726945,45.19665816
284,16/02/2017,25.42000008,25.35770597,5.595733378,44.20106285
285,17/02/2017,25.56999969,25.17455812,6.792976059,44.56382335
286,21/02/2017,26.21999931,22.27991972,3.556177103,41.02591541
287,22/02/2017,26.26000023,22.85013912,4.33479621,41.61968983
288,23/02/2017,25.55999947,22.11805637,3.925273728,40.24610079
289,24/02/2017,26.28000069,22.81408914,2.524457692,41.4985411
290,27/02/2017,26.52000046,23.17234346,4.199248557,42.36183742
291,28/02/2017,24.44000053,23.06206473,3.24153937,42.4308557
292,01/03/2017,24.47999954,24.24572662,4.915519997,42.45909521
293,02/03/2017,24.97999954,24.03385873,5.864722896,42.42955046
294,03/03/2017,25.28000069,25.14899199,8.07113986,44.52074468
295,06/03/2017,24.90999985,26.11986847,9.092547564,45.29007661
296,07/03/2017,24.67000008,25.99994195,7.708414874,43.90600375
297,08/03/2017,25,27.07411611,7.323852453,46.29617307
298,09/03/2017,25,26.66076368,8.17985364,43.13322056
299,10/03/2017,25.18000031,27.49231048,8.485057269,45.66191771
300,13/03/2017,24.19000053,27.24278998,8.195575343,44.63320577
301,14/03/2017,24.55999947,26.63930082,7.494322968,46.57113311
302,15/03/2017,24.67000008,27.21611914,10.20237377,45.53609651
303,16/03/2017,24.26000023,26.306355,8.490364463,44.75007952
304,17/03/2017,24.63999939,26.65661965,7.831669675,45.4570134
305,20/03/2017,23.87999916,25.18031131,8.506134,43.98466257
306,21/03/2017,24.01000023,24.2750649,6.117722755,42.95456758
307,22/03/2017,24.09000015,24.61665878,5.439901471,42.68973367
308,23/03/2017,23.95999908,23.54294714,4.083018955,41.87783973
309,24/03/2017,20.70000076,23.80314617,6.42345512,42.53447509
310,27/03/2017,20.85000038,22.49411564,6.587230513,41.71060987
311,28/03/2017,21.71999931,21.77849868,2.861258971,39.47857619
312,29/03/2017,21.95000076,22.36621837,3.682777384,40.0473045
313,30/03/2017,22.45999908,21.58664346,3.470529073,39.42442232
314,31/03/2017,22.54999924,22.17939426,4.619733515,40.53897923
315,03/04/2017,22,21.99229153,4.030019447,40.49877404
316,04/04/2017,21.97999954,21.65547254,2.877047046,41.13858657
317,05/04/2017,21.76000023,22.60660538,5.911474933,42.12570226
318,06/04/2017,21.84000015,22.16530971,4.537151206,40.89964141
319,07/04/2017,21.65999985,23.06244881,4.379847607,40.50358232
320,10/04/2017,21.87999916,23.51687233,6.061448139,41.79587263
321,11/04/2017,22.11000061,23.2880805,3.519744424,41.91235968
322,12/04/2017,22.06999969,24.2907638,6.189486175,43.81196901
323,13/04/2017,22.37999916,23.84489367,5.875286524,42.52959163
324,17/04/2017,22.88999939,24.67784691,7.136683927,43.58119002
325,18/04/2017,22.84000015,24.22109043,5.019135511,41.06718096
326,19/04/2017,22.78000069,24.9707368,6.839887995,42.0088377
327,20/04/2017,23.19000053,24.25501722,3.86682864,42.27107942
328,21/04/2017,23.19000053,24.81526013,6.018308937,43.74055357
329,24/04/2017,23.21999931,24.00886993,5.747320769,42.44328492
330,25/04/2017,23.39999962,23.32184473,4.498147592,41.41823783
331,26/04/2017,23.64999962,23.87046545,5.986535942,42.60326688
332,27/04/2017,23.10000038,22.98798831,4.521624686,41.77629642
333,28/04/2017,22.69000053,23.4195719,5.099997823,43.01064561
334,01/05/2017,22.78000069,22.4746574,4.591737256,41.32218167
335,02/05/2017,23.44000053,21.82362409,2.931524993,39.13727459
336,03/05/2017,23.96999931,22.44598146,2.824410306,41.04023224
337,04/05/2017,23.56999969,21.67125438,2.44160445,40.37847852
338,05/05/2017,24,22.23990023,4.177538164,40.75190631
339,08/05/2017,24.37999916,21.82414362,2.72889559,40.18999963
340,09/05/2017,24.48999977,21.3672718,3.746085086,37.97282005
341,10/05/2017,24.95000076,22.18151571,4.937800086,40.05268424
342,11/05/2017,24.35000038,21.58991325,3.320850951,40.42890213
343,12/05/2017,24.03000069,22.32685768,2.94236226,40.04143829
344,15/05/2017,24.36000061,22.2763975,3.616361887,39.84922039
345,16/05/2017,24.46999931,21.88220017,2.942493979,39.96249121
346,17/05/2017,23.84000015,22.72581376,3.266233913,42.38930241
347,18/05/2017,23.78000069,22.12965546,4.057180853,40.44831176
348,19/05/2017,24.21999931,22.82860533,3.99749897,39.43538383
349,22/05/2017,24.04999924,22.48408051,4.16923816,39.81133034
350,23/05/2017,22.65999985,21.94331064,2.655101734,40.95724526
351,24/05/2017,22.70999908,22.62369899,4.209482268,40.11105444
352,25/05/2017,23.62000084,21.8530493,2.787066204,40.49104696
353,26/05/2017,22.21999931,22.37192924,4.05087417,40.59348364
354,30/05/2017,22.56999969,20.82460519,4.057430561,38.46375385
355,31/05/2017,22.13999939,21.38014397,1.906119328,40.85125805
356,01/06/2017,22.78000069,20.50948278,2.737428019,39.59999154
357,02/06/2017,22.67000008,20.95617342,2.95767419,38.73550209
358,05/06/2017,22.47999954,20.06192233,2.924388189,38.54447836
359,06/06/2017,21.89999962,19.42557831,0.535469794,38.27351787
360,07/06/2017,22.04000092,20.06004732,1.9500211,37.49368723
361,08/06/2017,21.37000084,19.29431194,1.209898246,36.73382613
362,09/06/2017,22.01000023,19.86852745,2.36504154,38.07129309
363,12/06/2017,21.70999908,19.44941236,1.163266203,37.74520147
364,13/06/2017,21.97999954,18.98594513,0.667652156,37.77128942
365,14/06/2017,21.62999916,19.79191209,0.021316526,38.02350408
366,15/06/2017,21.21999931,19.19119421,1.17268986,37.07910071
367,16/06/2017,20.59000015,19.91912077,1.155977324,39.32955393
368,19/06/2017,20.79999924,19.85219777,0.82765073,38.22771655
369,20/06/2017,20.63999939,19.45934691,0.810461163,38.41343015
370,21/06/2017,20.45999908,20.3092449,1.224999003,39.30519
371,22/06/2017,20.54000092,19.72508163,1.14622229,38.10006234
372,23/06/2017,20.64999962,20.44238313,0.648810603,39.1060334
373,26/06/2017,21.12999916,20.19527138,2.307165668,39.16028648
374,27/06/2017,21.37999916,19.70168623,-0.807591731,38.67868968
375,28/06/2017,21.51000023,20.43649907,4.009786377,38.22900512
376,29/06/2017,21.61000061,19.72720384,1.37041823,37.42210983
377,30/06/2017,21.61000061,20.31391312,2.475402812,39.40169628
378,03/07/2017,21.60000038,19.68920029,1.4826148,38.19125423
379,05/07/2017,21.51000023,19.73448579,1.098248359,37.77494408
380,06/07/2017,21.12000084,18.95509015,1.139584318,38.64016975
381,07/07/2017,20.90999985,19.49386485,0.40845726,37.68969207
382,10/07/2017,20.88999939,18.87207107,-0.2590047,35.94645465
383,11/07/2017,20.95999908,18.32266112,-0.269884912,37.82133633
384,12/07/2017,20.98999977,19.04100291,-1.111120437,37.18751861
385,13/07/2017,21.15999985,18.35554407,-0.262225775,36.75379893
386,14/07/2017,21.02000046,19.00600412,1.070914949,36.92911839
387,17/07/2017,21.28000069,18.78857228,0.883345431,37.33881729
388,18/07/2017,21.09000015,18.38283909,1.647490073,38.01633626
389,19/07/2017,21.35000038,19.24176893,0.318410608,37.57964269
390,20/07/2017,21.10000038,18.68933661,0.352741506,36.55241097
391,21/07/2017,20.78000069,19.46102141,1.573497128,35.78166901
392,24/07/2017,20.79999924,19.50028558,0.344101646,38.42427109
393,25/07/2017,21.26000023,19.13526353,1.206916435,37.04973406
394,26/07/2017,21.04000092,20.00961505,0.583639054,39.41193549
395,27/07/2017,21.70000076,19.44675945,1.401317649,39.59291965
396,28/07/2017,21.5,20.1824301,1.7558373,38.59562295
397,31/07/2017,21.69000053,19.97442598,1.884097163,38.23808175
398,01/08/2017,21.36000061,19.4889207,0.729976676,37.49877626
399,02/08/2017,21.37999916,20.22944024,1.248555888,38.21760378
400,03/08/2017,21.65999985,19.52349586,1.484792016,37.55896354
401,04/08/2017,21.93000031,20.11119304,2.931994355,38.57378266
402,07/08/2017,22.17000008,19.47495817,1.122692144,37.7108492
